10,3,20.0,0
20,16,3.225806451612903,0
30,120,0.41841004184100417,0
40,439,0.11402508551881414,0
50,140,0.35842293906810035,0
60,176,0.2849002849002849,0
70,501,0.0999000999000999,3
80,501,0.0999000999000999,5
90,501,0.0999000999000999,4
100,501,0.0999000999000999,5


10,501,0.0999000999000999,1
20,11,4.761904761904762,0
30,30,1.694915254237288,0
40,350,0.1430615164520744,0
50,155,0.32362459546925565,0
60,133,0.37735849056603776,0
70,374,0.13386880856760375,0
80,238,0.21052631578947367,0
90,381,0.1314060446780552,0
100,501,0.0999000999000999,4


10,11,4.761904761904762,0
20,501,0.0999000999000999,1
30,72,0.6993006993006993,0
40,501,0.0999000999000999,1
50,104,0.4830917874396135,0
60,234,0.21413276231263384,0
70,501,0.0999000999000999,3
80,269,0.186219739292365,0
90,501,0.0999000999000999,6
100,501,0.0999000999000999,3

AVERAGE:
10, 171.6666667, 8.287268287, 0.333333333
20, 176, 2.695870438, 0.333333333
30, 74, 0.937541998, 0
40, 430, 0.118995567, 0.333333333
50, 133, 0.388379774, 0
60, 181, 0.292130513, 0
70, 458.6666667, 0.111223003, 2
80, 336, 0.165548718, 1.666666667
90, 461, 0.110402081, 3.333333333
100, 501, 0.0999001, 4
